"Name","Opponent","role","winrate"
"Viktor","Velkoz","Middle","46.36"
"Viktor","Malzahar","Middle","47.54"
"Viktor","Kayle","Middle","45.8"
"Viktor","Pantheon","Middle","32.07"
"Viktor","Katarina","Middle","42.12"
"Viktor","Orianna","Middle","45.8"
"Viktor","Diana","Middle","39.59"
"Viktor","Gangplank","Middle","42.45"
"Viktor","Annie","Middle","47.26"
"Viktor","Lissandra","Middle","50.28"
"Viktor","Lulu","Middle","51.96"
"Viktor","Karma","Middle","46.26"
"Viktor","Corki","Middle","46.68"
"Viktor","TwistedFate","Middle","44.31"
"Viktor","Zed","Middle","43.28"
"Viktor","Azir","Middle","48.83"
"Viktor","Fizz","Middle","40.47"
"Viktor","Ahri","Middle","45.16"
"Viktor","Leblanc","Middle","45.02"
"Viktor","Lux","Middle","48.93"
"Viktor","Morgana","Middle","54.3"
"Viktor","Yasuo","Middle","45.71"
"Viktor","Ekko","Middle","41.84"
"Draven","Urgot","ADC","68.75"
"Draven","Varus","ADC","49.03"
"Draven","Quinn","ADC","41.09"
"Draven","MissFortune","ADC","48.36"
"Draven","Twitch","ADC","44.01"
"Draven","Kalista","ADC","53.86"
"Draven","Ashe","ADC","46.24"
"Draven","KogMaw","ADC","40.55"
"Draven","Tristana","ADC","51.17"
"Draven","Corki","ADC","55.16"
"Draven","Jinx","ADC","46.85"
"Draven","Sivir","ADC","49.23"
"Draven","Caitlyn","ADC","50.52"
"Draven","Graves","ADC","50.6"
"Draven","Jhin","ADC","47.59"
"Draven","Vayne","ADC","48.78"
"Draven","Ezreal","ADC","47.47"
"Draven","Lucian","ADC","50.49"
"Lissandra","Urgot","Middle","66.66"
"Lissandra","Mordekaiser","Middle","35.71"
"Lissandra","Galio","Middle","45.23"
"Lissandra","Karthus","Middle","53.4"
"Lissandra","Cassiopeia","Middle","56.58"
"Lissandra","Swain","Middle","48.18"
"Lissandra","Heimerdinger","Middle","52.94"
"Lissandra","Ziggs","Middle","49.73"
"Lissandra","Veigar","Middle","54.28"
"Lissandra","Kennen","Middle","45.94"
"Lissandra","Xerath","Middle","51.7"
"Lissandra","Syndra","Middle","48.4"
"Lissandra","Jayce","Middle","48.75"
"Lissandra","Zyra","Middle","46.15"
"Lissandra","Talon","Middle","45.48"
"Lissandra","Kassadin","Middle","49.86"
"Lissandra","Viktor","Middle","49.71"
"Lissandra","Akali","Middle","46.21"
"Lissandra","AurelionSol","Middle","46.8"
"Lissandra","Vladimir","Middle","54.25"
"Lissandra","Varus","Middle","46.87"
"Lissandra","Anivia","Middle","46.55"
"Lissandra","Quinn","Middle","50"
"Lissandra","Zilean","Middle","50"
"Lissandra","Chogath","Middle","51.82"
"Lissandra","Brand","Middle","46.03"
"Lissandra","Ryze","Middle","55.35"
"Lissandra","Velkoz","Middle","48.85"
"Lissandra","Malzahar","Middle","44.19"
"Lissandra","Kayle","Middle","44.73"
"Lissandra","Pantheon","Middle","50.79"
"Lissandra","Katarina","Middle","43.22"
"Lissandra","Orianna","Middle","53.5"
"Lissandra","Diana","Middle","45.14"
"Lissandra","Gangplank","Middle","44.54"
"Lissandra","Annie","Middle","44.52"
"Lissandra","Lulu","Middle","44.78"
"Lissandra","Karma","Middle","50.48"
"Lissandra","Corki","Middle","51.25"
"Lissandra","TwistedFate","Middle","46.31"
"Lissandra","Zed","Middle","48.85"
"Lissandra","Azir","Middle","47.49"
"Lissandra","Fizz","Middle","49.81"
"Lissandra","Ahri","Middle","46.01"
"Lissandra","Leblanc","Middle","53.51"
"Lissandra","Lux","Middle","47.33"
"Lissandra","Morgana","Middle","47.09"
"Lissandra","Yasuo","Middle","49.5"
"Lissandra","Ekko","Middle","54.05"
"Zyra","Mordekaiser","Middle","100"
"Zyra","Galio","Middle","42.85"
"Zyra","Karthus","Middle","28.57"
"Zyra","Cassiopeia","Middle","28.57"
"Zyra","Swain","Middle","50"
"Zyra","Heimerdinger","Middle","60"
"Zyra","Ziggs","Middle","50"
"Zyra","Veigar","Middle","56.25"
"Zyra","Kennen","Middle","60"
"Zyra","Xerath","Middle","58.82"
"Zyra","Syndra","Middle","36.36"
"Zyra","Jayce","Middle","50"
"Zyra","Talon","Middle","15"
"Zyra","Kassadin","Middle","59.09"
"Zyra","Viktor","Middle","44.82"
"Zyra","Akali","Middle","63.63"
"Zyra","AurelionSol","Middle","54.28"
"Zyra","Vladimir","Middle","60"
"Zyra","Varus","Middle","47.61"
"Zyra","Anivia","Middle","48.27"
"Zyra","Quinn","Middle","80"
"Zyra","Zilean","Middle","46.66"
"Zyra","Chogath","Middle","53.33"
"Zyra","Brand","Middle","35.48"
"Zyra","Ryze","Middle","33.33"
"Zyra","Velkoz","Middle","39.13"
"Zyra","Malzahar","Middle","54.54"
"Zyra","Kayle","Middle","57.14"
"Zyra","Pantheon","Middle","100"
"Zyra","Katarina","Middle","29.09"
"Zyra","Orianna","Middle","45.58"
"Zyra","Diana","Middle","33.33"
"Zyra","Gangplank","Middle","40"
"Zyra","Annie","Middle","50.76"
"Zyra","Lissandra","Middle","53.84"
"Zyra","Lulu","Middle","54.54"
"Zyra","Karma","Middle","57.57"
"Zyra","Corki","Middle","37.14"
"Zyra","TwistedFate","Middle","51.35"
"Zyra","Zed","Middle","50"
"Zyra","Azir","Middle","45.71"
"Zyra","Fizz","Middle","39.7"
"Zyra","Ahri","Middle","50.42"
"Zyra","Leblanc","Middle","46.6"
"Zyra","Lux","Middle","50.44"
"Zyra","Morgana","Middle","61.29"
"Zyra","Yasuo","Middle","49.01"
"Zyra","Ekko","Middle","57.14"
"Braum","Galio","Support","52.17"
"Braum","Nunu","Support","47.27"
"Braum","FiddleSticks","Support","61.11"
"Braum","Kennen","Support","48.88"
"Braum","Taric","Support","49.87"
"Braum","Zyra","Support","49.37"
"Braum","TahmKench","Support","52.19"
"Braum","Zilean","Support","47.39"
"Braum","Brand","Support","47.97"
"Braum","Sona","Support","49.77"
"Braum","Velkoz","Support","46.55"
"Braum","Shen","Support","46.29"
"Braum","Nami","Support","50.4"
"Braum","Annie","Support","55.81"
"Braum","Poppy","Support","59.54"
"Braum","Lulu","Support","56.84"
"Braum","Karma","Support","53.94"
"Braum","Bard","Support","49.84"
"Braum","Leona","Support","50.29"
"Braum","Trundle","Support","49.79"
"Braum","Soraka","Support","45.82"
"Braum","Lux","Support","54.23"
"Braum","Nautilus","Support","51.15"
"Braum","Janna","Support","48.9"
"Braum","Blitzcrank","Support","50.23"
"Braum","Morgana","Support","49.73"
"Braum","Alistar","Support","50.38"
"Braum","Thresh","Support","52.97"
"Lucian","Urgot","ADC","48.52"
"Lucian","Varus","ADC","49.63"
"Lucian","Quinn","ADC","50"
"Lucian","MissFortune","ADC","49.13"
"Lucian","Twitch","ADC","47.47"
"Lucian","Kalista","ADC","53.86"
"Lucian","Ashe","ADC","45.08"
"Lucian","Draven","ADC","49.5"
"Lucian","KogMaw","ADC","43.57"
"Lucian","Tristana","ADC","50.38"
"Lucian","Corki","ADC","53.88"
"Lucian","Jinx","ADC","47.64"
"Lucian","Sivir","ADC","47.6"
"Lucian","Caitlyn","ADC","49.27"
"Lucian","Graves","ADC","45.02"
"Lucian","Jhin","ADC","47.5"
"Lucian","Vayne","ADC","49.98"
"Lucian","Ezreal","ADC","47.9"
"Nami","Galio","Support","51.72"
"Nami","Nunu","Support","58.33"
"Nami","FiddleSticks","Support","48"
"Nami","Kennen","Support","80.76"
"Nami","Taric","Support","48.63"
"Nami","Zyra","Support","50.12"
"Nami","TahmKench","Support","60.32"
"Nami","Zilean","Support","49.84"
"Nami","Brand","Support","58.8"
"Nami","Sona","Support","49.14"
"Nami","Velkoz","Support","53.17"
"Nami","Shen","Support","56.25"
"Nami","Annie","Support","61.8"
"Nami","Poppy","Support","56.71"
"Nami","Lulu","Support","51.69"
"Nami","Karma","Support","53.41"
"Nami","Bard","Support","54.84"
"Nami","Leona","Support","52.41"
"Nami","Trundle","Support","45.39"
"Nami","Soraka","Support","48.16"
"Nami","Lux","Support","64.17"
"Nami","Nautilus","Support","51.76"
"Nami","Janna","Support","50.64"
"Nami","Blitzcrank","Support","49.21"
"Nami","Morgana","Support","50.36"
"Nami","Braum","Support","49.59"
"Nami","Alistar","Support","50.93"
"Nami","Thresh","Support","52.55"
"Kalista","Urgot","ADC","21.42"
"Kalista","Varus","ADC","44.82"
"Kalista","Quinn","ADC","36.2"
"Kalista","MissFortune","ADC","46.15"
"Kalista","Twitch","ADC","45.55"
"Kalista","Ashe","ADC","43.19"
"Kalista","Draven","ADC","46.13"
"Kalista","KogMaw","ADC","40.65"
"Kalista","Tristana","ADC","43.5"
"Kalista","Corki","ADC","52"
"Kalista","Jinx","ADC","44.72"
"Kalista","Sivir","ADC","45.15"
"Kalista","Caitlyn","ADC","44.21"
"Kalista","Graves","ADC","38.5"
"Kalista","Jhin","ADC","44.54"
"Kalista","Vayne","ADC","46.17"
"Kalista","Ezreal","ADC","46.76"
"Kalista","Lucian","ADC","46.13"
"Galio","Yorick","Top","50"
"Galio","Mordekaiser","Top","66.66"
"Galio","Nunu","Top","100"
"Galio","Singed","Top","40"
"Galio","Rumble","Top","100"
"Galio","Cassiopeia","Top","50"
"Galio","Swain","Top","0"
"Galio","Heimerdinger","Top","77.77"
"Galio","Olaf","Top","40"
"Galio","Illaoi","Top","50"
"Galio","Kennen","Top","50"
"Galio","Jayce","Top","75"
"Galio","Warwick","Top","100"
"Galio","Sion","Top","66.66"
"Galio","Akali","Top","26.66"
"Galio","Teemo","Top","72.22"
"Galio","DrMundo","Top","62.5"
"Galio","Vladimir","Top","45.45"
"Galio","Tryndamere","Top","25"
"Galio","Gnar","Top","50"
"Galio","Quinn","Top","42.85"
"Galio","TahmKench","Top","40"
"Galio","Chogath","Top","40"
"Galio","Hecarim","Top","50"
"Galio","Fiora","Top","50"
"Galio","JarvanIV","Top","0"
"Galio","Zac","Top","100"
"Galio","Ryze","Top","54.54"
"Galio","MonkeyKing","Top","20"
"Galio","Garen","Top","46.66"
"Galio","Kayle","Top","42.85"
"Galio","Pantheon","Top","55.55"
"Galio","Renekton","Top","33.33"
"Galio","Shen","Top","33.33"
"Galio","Rammus","Top","37.5"
"Galio","Nasus","Top","42.85"
"Galio","Volibear","Top","50"
"Galio","Gangplank","Top","35.71"
"Galio","Riven","Top","28.57"
"Galio","Lissandra","Top","40.74"
"Galio","Poppy","Top","61.11"
"Galio","Lulu","Top","42.85"
"Galio","Darius","Top","55"
"Galio","Jax","Top","30.76"
"Galio","Malphite","Top","48.93"
"Galio","Maokai","Top","47.36"
"Galio","Trundle","Top","48.27"
"Galio","Irelia","Top","42.42"
"Galio","Fizz","Top","59.09"
"Galio","Nautilus","Top","43.24"
"Galio","Yasuo","Top","44"
"Galio","Graves","Top","40"
"Galio","Ekko","Top","34.14"
"Vladimir","Yorick","Top","54.28"
"Vladimir","Urgot","Top","45"
"Vladimir","Mordekaiser","Top","60.86"
"Vladimir","Galio","Top","54.54"
"Vladimir","Nunu","Top","50"
"Vladimir","Aatrox","Top","40"
"Vladimir","Singed","Top","38.46"
"Vladimir","Rumble","Top","53.65"
"Vladimir","Cassiopeia","Top","47.05"
"Vladimir","Swain","Top","50.6"
"Vladimir","Heimerdinger","Top","52.08"
"Vladimir","Olaf","Top","53.24"
"Vladimir","Illaoi","Top","46.55"
"Vladimir","Kennen","Top","47.95"
"Vladimir","Jayce","Top","53.94"
"Vladimir","Warwick","Top","39.13"
"Vladimir","Sion","Top","42.27"
"Vladimir","Akali","Top","44.56"
"Vladimir","Teemo","Top","47.7"
"Vladimir","DrMundo","Top","41.21"
"Vladimir","Tryndamere","Top","41.53"
"Vladimir","Gnar","Top","46.88"
"Vladimir","Quinn","Top","31.89"
"Vladimir","TahmKench","Top","36.84"
"Vladimir","Chogath","Top","51.04"
"Vladimir","Hecarim","Top","44.26"
"Vladimir","Fiora","Top","54.11"
"Vladimir","JarvanIV","Top","31.7"
"Vladimir","Zac","Top","55.55"
"Vladimir","Ryze","Top","53.93"
"Vladimir","MonkeyKing","Top","42.02"
"Vladimir","Garen","Top","50.78"
"Vladimir","Kayle","Top","32.11"
"Vladimir","Pantheon","Top","42.4"
"Vladimir","Renekton","Top","48.67"
"Vladimir","Shen","Top","46.59"
"Vladimir","Rammus","Top","43.66"
"Vladimir","Nasus","Top","44.91"
"Vladimir","Rengar","Top","52.77"
"Vladimir","Volibear","Top","44.03"
"Vladimir","Gangplank","Top","47.76"
"Vladimir","Riven","Top","42.07"
"Vladimir","Lissandra","Top","50.8"
"Vladimir","Poppy","Top","56.35"
"Vladimir","Lulu","Top","47.22"
"Vladimir","Darius","Top","39.9"
"Vladimir","Jax","Top","45"
"Vladimir","Malphite","Top","51.76"
"Vladimir","Maokai","Top","42.92"
"Vladimir","Trundle","Top","45.93"
"Vladimir","Irelia","Top","42.06"
"Vladimir","Fizz","Top","49.53"
"Vladimir","Nautilus","Top","46.42"
"Vladimir","Yasuo","Top","49.23"
"Vladimir","Graves","Top","44.28"
"Vladimir","Ekko","Top","40.53"
"Ryze","Yorick","Top","42.85"
"Ryze","Urgot","Top","50"
"Ryze","Mordekaiser","Top","70"
"Ryze","Galio","Top","45.45"
"Ryze","Nunu","Top","62.5"
"Ryze","Aatrox","Top","37.14"
"Ryze","Singed","Top","46.55"
"Ryze","Rumble","Top","55.31"
"Ryze","Cassiopeia","Top","44"
"Ryze","Swain","Top","66.66"
"Ryze","Heimerdinger","Top","42.62"
"Ryze","Olaf","Top","50.43"
"Ryze","Illaoi","Top","63.63"
"Ryze","Kennen","Top","54.25"
"Ryze","Jayce","Top","53.92"
"Ryze","Warwick","Top","52.63"
"Ryze","Sion","Top","40.13"
"Ryze","Akali","Top","45.45"
"Ryze","Teemo","Top","50.33"
"Ryze","DrMundo","Top","51.38"
"Ryze","Vladimir","Top","46.06"
"Ryze","Tryndamere","Top","48.06"
"Ryze","Gnar","Top","45.73"
"Ryze","Quinn","Top","45.62"
"Ryze","TahmKench","Top","47.94"
"Ryze","Chogath","Top","51.61"
"Ryze","Hecarim","Top","47.52"
"Ryze","Fiora","Top","57.99"
"Ryze","JarvanIV","Top","39.53"
"Ryze","Zac","Top","53.7"
"Ryze","MonkeyKing","Top","48.63"
"Ryze","Garen","Top","47.39"
"Ryze","Kayle","Top","40.57"
"Ryze","Pantheon","Top","52.73"
"Ryze","Renekton","Top","48.9"
"Ryze","Shen","Top","42.74"
"Ryze","Rammus","Top","55.55"
"Ryze","Nasus","Top","47.05"
"Ryze","Rengar","Top","37.6"
"Ryze","Volibear","Top","43.83"
"Ryze","Gangplank","Top","51.95"
"Ryze","Riven","Top","51.35"
"Ryze","Lissandra","Top","52.21"
"Ryze","Poppy","Top","55.9"
"Ryze","Lulu","Top","62.29"
"Ryze","Darius","Top","49.67"
"Ryze","Jax","Top","52.17"
"Ryze","Malphite","Top","51.6"
"Ryze","Maokai","Top","46.56"
"Ryze","Trundle","Top","49.46"
"Ryze","Irelia","Top","44.24"
"Ryze","Fizz","Top","48.06"
"Ryze","Nautilus","Top","48.04"
"Ryze","Yasuo","Top","45.91"
"Ryze","Graves","Top","48.88"
"Ryze","Ekko","Top","39.32"
"Tristana","Urgot","ADC","31.25"
"Tristana","Varus","ADC","50.81"
"Tristana","Quinn","ADC","48.71"
"Tristana","MissFortune","ADC","44.97"
"Tristana","Twitch","ADC","46.75"
"Tristana","Kalista","ADC","56.49"
"Tristana","Ashe","ADC","46"
"Tristana","Draven","ADC","48.82"
"Tristana","KogMaw","ADC","39.93"
"Tristana","Corki","ADC","45.99"
"Tristana","Jinx","ADC","46.88"
"Tristana","Sivir","ADC","47.36"
"Tristana","Caitlyn","ADC","48.77"
"Tristana","Graves","ADC","48.2"
"Tristana","Jhin","ADC","46.69"
"Tristana","Vayne","ADC","49.07"
"Tristana","Ezreal","ADC","47.67"
"Tristana","Lucian","ADC","49.61"
"Tryndamere","Yorick","Top","54.83"
"Tryndamere","Urgot","Top","56.25"
"Tryndamere","Mordekaiser","Top","46.15"
"Tryndamere","Galio","Top","75"
"Tryndamere","Nunu","Top","66.66"
"Tryndamere","Aatrox","Top","53.84"
"Tryndamere","Singed","Top","49.23"
"Tryndamere","Rumble","Top","61.7"
"Tryndamere","Cassiopeia","Top","63.63"
"Tryndamere","Swain","Top","46.87"
"Tryndamere","Heimerdinger","Top","60"
"Tryndamere","Olaf","Top","60.6"
"Tryndamere","Illaoi","Top","58.04"
"Tryndamere","Kennen","Top","44.92"
"Tryndamere","Jayce","Top","50.56"
"Tryndamere","Warwick","Top","57.89"
"Tryndamere","Sion","Top","42.74"
"Tryndamere","Akali","Top","54.05"
"Tryndamere","Teemo","Top","44.85"
"Tryndamere","DrMundo","Top","57.44"
"Tryndamere","Vladimir","Top","58.46"
"Tryndamere","Gnar","Top","49.27"
"Tryndamere","Quinn","Top","43.79"
"Tryndamere","TahmKench","Top","58.33"
"Tryndamere","Chogath","Top","58.2"
"Tryndamere","Hecarim","Top","41.66"
"Tryndamere","Fiora","Top","58.67"
"Tryndamere","JarvanIV","Top","55.07"
"Tryndamere","Zac","Top","37.2"
"Tryndamere","Ryze","Top","51.93"
"Tryndamere","MonkeyKing","Top","55.17"
"Tryndamere","Garen","Top","51.33"
"Tryndamere","Kayle","Top","40.29"
"Tryndamere","Pantheon","Top","46.27"
"Tryndamere","Renekton","Top","49.59"
"Tryndamere","Shen","Top","55.74"
"Tryndamere","Rammus","Top","47.36"
"Tryndamere","Nasus","Top","51.58"
"Tryndamere","Rengar","Top","52.38"
"Tryndamere","Volibear","Top","48.96"
"Tryndamere","Gangplank","Top","59.16"
"Tryndamere","Riven","Top","55.58"
"Tryndamere","Lissandra","Top","58.82"
"Tryndamere","Poppy","Top","48.15"
"Tryndamere","Lulu","Top","59.52"
"Tryndamere","Darius","Top","51.21"
"Tryndamere","Jax","Top","53.4"
"Tryndamere","Malphite","Top","49.66"
"Tryndamere","Maokai","Top","53.5"
"Tryndamere","Trundle","Top","49.65"
"Tryndamere","Irelia","Top","52.86"
"Tryndamere","Fizz","Top","43.41"
"Tryndamere","Nautilus","Top","47.93"
"Tryndamere","Yasuo","Top","49.65"
"Tryndamere","Graves","Top","55.11"
"Tryndamere","Ekko","Top","44.86"
"Evelynn","Nunu","Jungle","42.85"
"Evelynn","Aatrox","Jungle","50"
"Evelynn","Rumble","Jungle","62.5"
"Evelynn","Skarner","Jungle","43.2"
"Evelynn","FiddleSticks","Jungle","50"
"Evelynn","Olaf","Jungle","70"
"Evelynn","RekSai","Jungle","49.68"
"Evelynn","Warwick","Jungle","47.55"
"Evelynn","Sion","Jungle","53.33"
"Evelynn","DrMundo","Jungle","62.5"
"Evelynn","AurelionSol","Jungle","54.9"
"Evelynn","Sejuani","Jungle","47.31"
"Evelynn","Tryndamere","Jungle","61.53"
"Evelynn","Quinn","Jungle","38.77"
"Evelynn","Chogath","Jungle","62.5"
"Evelynn","Hecarim","Jungle","42.69"
"Evelynn","JarvanIV","Jungle","54.33"
"Evelynn","Zac","Jungle","49.47"
"Evelynn","Nocturne","Jungle","47.79"
"Evelynn","MonkeyKing","Jungle","53.37"
"Evelynn","XinZhao","Jungle","49.76"
"Evelynn","Kayle","Jungle","34.14"
"Evelynn","Udyr","Jungle","46.81"
"Evelynn","Pantheon","Jungle","52.12"
"Evelynn","Rammus","Jungle","54.83"
"Evelynn","Shaco","Jungle","43.89"
"Evelynn","Vi","Jungle","49.18"
"Evelynn","Shyvana","Jungle","48.65"
"Evelynn","Rengar","Jungle","56.13"
"Evelynn","Diana","Jungle","54.13"
"Evelynn","Volibear","Jungle","45.77"
"Evelynn","Amumu","Jungle","46"
"Evelynn","Elise","Jungle","52.14"
"Evelynn","Nidalee","Jungle","48.4"
"Evelynn","Poppy","Jungle","56.06"
"Evelynn","Jax","Jungle","47.17"
"Evelynn","Kindred","Jungle","45.33"
"Evelynn","Maokai","Jungle","37.28"
"Evelynn","MasterYi","Jungle","41.9"
"Evelynn","Trundle","Jungle","55.22"
"Evelynn","Khazix","Jungle","45.93"
"Evelynn","Fizz","Jungle","52.94"
"Evelynn","Gragas","Jungle","49.26"
"Evelynn","Graves","Jungle","45.74"
"Evelynn","Ekko","Jungle","52.32"
"Evelynn","LeeSin","Jungle","50.97"
"Rammus","Yorick","Top","58.33"
"Rammus","Urgot","Top","75"
"Rammus","Mordekaiser","Top","70.83"
"Rammus","Galio","Top","62.5"
"Rammus","Nunu","Top","77.77"
"Rammus","Aatrox","Top","50"
"Rammus","Singed","Top","51.61"
"Rammus","Rumble","Top","44.44"
"Rammus","Cassiopeia","Top","57.14"
"Rammus","Swain","Top","53.84"
"Rammus","Heimerdinger","Top","43.33"
"Rammus","Olaf","Top","46.66"
"Rammus","Illaoi","Top","51.89"
"Rammus","Kennen","Top","44.44"
"Rammus","Jayce","Top","54.38"
"Rammus","Warwick","Top","58.82"
"Rammus","Sion","Top","50.45"
"Rammus","Akali","Top","53.57"
"Rammus","Teemo","Top","51.08"
"Rammus","DrMundo","Top","52.2"
"Rammus","Vladimir","Top","56.33"
"Rammus","Tryndamere","Top","52.63"
"Rammus","Gnar","Top","55.84"
"Rammus","Quinn","Top","52.45"
"Rammus","TahmKench","Top","49.36"
"Rammus","Chogath","Top","40.86"
"Rammus","Hecarim","Top","62.22"
"Rammus","Fiora","Top","54.73"
"Rammus","JarvanIV","Top","56.25"
"Rammus","Zac","Top","45.71"
"Rammus","Ryze","Top","44.44"
"Rammus","MonkeyKing","Top","52"
"Rammus","Garen","Top","46.25"
"Rammus","Kayle","Top","41.66"
"Rammus","Pantheon","Top","58.78"
"Rammus","Renekton","Top","51.82"
"Rammus","Shen","Top","51.65"
"Rammus","Nasus","Top","52.44"
"Rammus","Rengar","Top","63.73"
"Rammus","Volibear","Top","48.11"
"Rammus","Gangplank","Top","50.17"
"Rammus","Riven","Top","58.09"
"Rammus","Lissandra","Top","51.48"
"Rammus","Poppy","Top","56.43"
"Rammus","Lulu","Top","51.56"
"Rammus","Darius","Top","47.59"
"Rammus","Jax","Top","54.47"
"Rammus","Malphite","Top","48.88"
"Rammus","Maokai","Top","50.13"
"Rammus","Trundle","Top","51.89"
"Rammus","Irelia","Top","56.59"
"Rammus","Fizz","Top","62.5"
"Rammus","Nautilus","Top","40.8"
"Rammus","Yasuo","Top","57.44"
"Rammus","Graves","Top","50.8"
"Rammus","Ekko","Top","45.97"
"Kassadin","Urgot","Middle","55.55"
"Kassadin","Mordekaiser","Middle","55.55"
"Kassadin","Galio","Middle","41.02"
"Kassadin","Karthus","Middle","50.87"
"Kassadin","Cassiopeia","Middle","47.91"
"Kassadin","Swain","Middle","57.89"
"Kassadin","Heimerdinger","Middle","48.93"
"Kassadin","Ziggs","Middle","48.52"
"Kassadin","Veigar","Middle","55.78"
"Kassadin","Kennen","Middle","48.38"
"Kassadin","Xerath","Middle","43.33"
"Kassadin","Syndra","Middle","50"
"Kassadin","Jayce","Middle","46.77"
"Kassadin","Zyra","Middle","40.9"
"Kassadin","Talon","Middle","38.88"
"Kassadin","Viktor","Middle","44.68"
"Kassadin","Akali","Middle","47.05"
"Kassadin","AurelionSol","Middle","50"
"Kassadin","Vladimir","Middle","43.1"
"Kassadin","Varus","Middle","47.78"
"Kassadin","Anivia","Middle","42.44"
"Kassadin","Quinn","Middle","42.5"
"Kassadin","Zilean","Middle","29.23"
"Kassadin","Chogath","Middle","45.31"
"Kassadin","Brand","Middle","45.12"
"Kassadin","Ryze","Middle","43.15"
"Kassadin","Velkoz","Middle","42.85"
"Kassadin","Malzahar","Middle","46.63"
"Kassadin","Kayle","Middle","35.44"
"Kassadin","Pantheon","Middle","36.73"
"Kassadin","Katarina","Middle","51.83"
"Kassadin","Orianna","Middle","50.16"
"Kassadin","Diana","Middle","47.84"
"Kassadin","Gangplank","Middle","43.01"
"Kassadin","Annie","Middle","53.62"
"Kassadin","Lissandra","Middle","50.13"
"Kassadin","Lulu","Middle","48.78"
"Kassadin","Karma","Middle","45.25"
"Kassadin","Corki","Middle","52.99"
"Kassadin","TwistedFate","Middle","46.65"
"Kassadin","Zed","Middle","46.55"
"Kassadin","Azir","Middle","50.37"
"Kassadin","Fizz","Middle","43.89"
"Kassadin","Ahri","Middle","46.74"
"Kassadin","Leblanc","Middle","47.91"
"Kassadin","Lux","Middle","46.67"
"Kassadin","Morgana","Middle","38.06"
"Kassadin","Yasuo","Middle","46.08"
"Kassadin","Ekko","Middle","48.12"
"Karma","Urgot","Middle","50"
"Karma","Mordekaiser","Middle","46.15"
"Karma","Galio","Middle","45.71"
"Karma","Karthus","Middle","48.52"
"Karma","Cassiopeia","Middle","50.63"
"Karma","Swain","Middle","51.89"
"Karma","Heimerdinger","Middle","47.91"
"Karma","Ziggs","Middle","49.53"
"Karma","Veigar","Middle","52.11"
"Karma","Kennen","Middle","51.21"
"Karma","Xerath","Middle","48"
"Karma","Syndra","Middle","57.47"
"Karma","Jayce","Middle","61.17"
"Karma","Zyra","Middle","42.42"
"Karma","Talon","Middle","47.59"
"Karma","Kassadin","Middle","54.74"
"Karma","Viktor","Middle","53.73"
"Karma","Akali","Middle","59.75"
"Karma","AurelionSol","Middle","48.05"
"Karma","Vladimir","Middle","52.63"
"Karma","Varus","Middle","53.75"
"Karma","Anivia","Middle","49.66"
"Karma","Quinn","Middle","29.72"
"Karma","Zilean","Middle","41.12"
"Karma","Chogath","Middle","52.94"
"Karma","Brand","Middle","56.08"
"Karma","Ryze","Middle","52.14"
"Karma","Velkoz","Middle","48.64"
"Karma","Malzahar","Middle","44.57"
"Karma","Kayle","Middle","47.94"
"Karma","Pantheon","Middle","61.36"
"Karma","Katarina","Middle","51.38"
"Karma","Orianna","Middle","52.1"
"Karma","Diana","Middle","55.21"
"Karma","Gangplank","Middle","50.37"
"Karma","Annie","Middle","45.77"
"Karma","Lissandra","Middle","49.51"
"Karma","Lulu","Middle","50"
"Karma","Corki","Middle","50.68"
"Karma","TwistedFate","Middle","46.99"
"Karma","Zed","Middle","52.29"
"Karma","Azir","Middle","52.79"
"Karma","Fizz","Middle","48.96"
"Karma","Ahri","Middle","50.3"
"Karma","Leblanc","Middle","50.24"
"Karma","Lux","Middle","47.03"
"Karma","Morgana","Middle","45.24"
"Karma","Yasuo","Middle","51.51"
"Karma","Ekko","Middle","55.21"
"Caitlyn","Urgot","ADC","47.91"
"Caitlyn","Varus","ADC","46.49"
"Caitlyn","Quinn","ADC","50.35"
"Caitlyn","MissFortune","ADC","48.28"
"Caitlyn","Twitch","ADC","46.78"
"Caitlyn","Kalista","ADC","55.78"
"Caitlyn","Ashe","ADC","44.75"
"Caitlyn","Draven","ADC","49.47"
"Caitlyn","KogMaw","ADC","43.45"
"Caitlyn","Tristana","ADC","51.22"
"Caitlyn","Corki","ADC","51.84"
"Caitlyn","Jinx","ADC","48.32"
"Caitlyn","Sivir","ADC","46.16"
"Caitlyn","Graves","ADC","50"
"Caitlyn","Jhin","ADC","46.64"
"Caitlyn","Vayne","ADC","49.85"
"Caitlyn","Ezreal","ADC","48.2"
"Caitlyn","Lucian","ADC","50.72"
"Maokai","Yorick","Top","63.41"
"Maokai","Urgot","Top","58.69"
"Maokai","Mordekaiser","Top","55.55"
"Maokai","Galio","Top","52.63"
"Maokai","Nunu","Top","50"
"Maokai","Aatrox","Top","47.78"
"Maokai","Singed","Top","47.2"
"Maokai","Rumble","Top","63.04"
"Maokai","Cassiopeia","Top","59.25"
"Maokai","Swain","Top","46.37"
"Maokai","Heimerdinger","Top","50.38"
"Maokai","Olaf","Top","57.72"
"Maokai","Illaoi","Top","52.41"
"Maokai","Kennen","Top","53.77"
"Maokai","Jayce","Top","54.58"
"Maokai","Warwick","Top","63.04"
"Maokai","Sion","Top","50.21"
"Maokai","Akali","Top","51.29"
